Date,Open,High,Low,Close*,Adj Close**,SPY Return,Volume
3-Sep-57,45.44,45.44,45.44,45.44,45.44,0.487%,"1,490,000"
4-Sep-57,45.05,45.05,45.05,45.05,45.05,-0.858%,"1,260,000"
5-Sep-57,44.82,44.82,44.82,44.82,44.82,-0.511%,"1,420,000"
6-Sep-57,44.68,44.68,44.68,44.68,44.68,-0.312%,"1,320,000"
9-Sep-57,44.28,44.28,44.28,44.28,44.28,-0.895%,"1,420,000"
10-Sep-57,43.87,43.87,43.87,43.87,43.87,-0.926%,"1,870,000"
11-Sep-57,44.26,44.26,44.26,44.26,44.26,0.889%,"2,130,000"
12-Sep-57,44.82,44.82,44.82,44.82,44.82,1.265%,"2,010,000"
13-Sep-57,44.8,44.8,44.8,44.8,44.8,-0.045%,"1,620,000"
16-Sep-57,44.58,44.58,44.58,44.58,44.58,-0.491%,"1,290,000"
17-Sep-57,44.64,44.64,44.64,44.64,44.64,0.135%,"1,490,000"
18-Sep-57,44.69,44.69,44.69,44.69,44.69,0.112%,"1,540,000"
19-Sep-57,44.4,44.4,44.4,44.4,44.4,-0.649%,"1,520,000"
20-Sep-57,43.69,43.69,43.69,43.69,43.69,-1.599%,"2,340,000"
23-Sep-57,42.69,42.69,42.69,42.69,42.69,-2.289%,"3,160,000"
24-Sep-57,42.98,42.98,42.98,42.98,42.98,0.679%,"2,840,000"
25-Sep-57,42.98,42.98,42.98,42.98,42.98,0.000%,"2,770,000"
26-Sep-57,42.57,42.57,42.57,42.57,42.57,-0.954%,"2,130,000"
27-Sep-57,42.55,42.55,42.55,42.55,42.55,-0.047%,"1,750,000"
30-Sep-57,42.42,42.42,42.42,42.42,42.42,-0.306%,"1,520,000"
1-Oct-57,42.76,42.76,42.76,42.76,42.76,0.802%,"1,680,000"
2-Oct-57,43.1,43.1,43.1,43.1,43.1,0.795%,"1,760,000"
3-Oct-57,43.14,43.14,43.14,43.14,43.14,0.093%,"1,590,000"
4-Oct-57,42.79,42.79,42.79,42.79,42.79,-0.811%,"1,520,000"
7-Oct-57,42.22,42.22,42.22,42.22,42.22,-1.332%,"2,490,000"
8-Oct-57,41.95,41.95,41.95,41.95,41.95,-0.640%,"3,190,000"
9-Oct-57,41.99,41.99,41.99,41.99,41.99,0.095%,"2,120,000"
10-Oct-57,40.96,40.96,40.96,40.96,40.96,-2.453%,"3,300,000"
11-Oct-57,40.94,40.94,40.94,40.94,40.94,-0.049%,"4,460,000"
14-Oct-57,41.24,41.24,41.24,41.24,41.24,0.733%,"2,770,000"
15-Oct-57,41.67,41.67,41.67,41.67,41.67,1.043%,"2,620,000"
16-Oct-57,41.33,41.33,41.33,41.33,41.33,-0.816%,"2,050,000"
17-Oct-57,40.65,40.65,40.65,40.65,40.65,-1.645%,"3,060,000"
18-Oct-57,40.33,40.33,40.33,40.33,40.33,-0.787%,"2,670,000"
21-Oct-57,39.15,39.15,39.15,39.15,39.15,-2.926%,"4,670,000"
22-Oct-57,38.98,38.98,38.98,38.98,38.98,-0.434%,"5,090,000"
23-Oct-57,40.73,40.73,40.73,40.73,40.73,4.489%,"4,600,000"
24-Oct-57,40.71,40.71,40.71,40.71,40.71,-0.049%,"4,030,000"
25-Oct-57,40.59,40.59,40.59,40.59,40.59,-0.295%,"2,400,000"
28-Oct-57,40.42,40.42,40.42,40.42,40.42,-0.419%,"1,800,000"
29-Oct-57,40.69,40.69,40.69,40.69,40.69,0.668%,"1,860,000"
30-Oct-57,41.02,41.02,41.02,41.02,41.02,0.811%,"2,060,000"
31-Oct-57,41.06,41.06,41.06,41.06,41.06,0.098%,"2,170,000"
1-Nov-57,40.44,40.44,40.44,40.44,40.44,-1.510%,"2,060,000"
4-Nov-57,40.37,40.37,40.37,40.37,40.37,-0.173%,"2,380,000"
6-Nov-57,40.43,40.43,40.43,40.43,40.43,0.149%,"2,550,000"
7-Nov-57,40.67,40.67,40.67,40.67,40.67,0.594%,"2,580,000"
8-Nov-57,40.19,40.19,40.19,40.19,40.19,-1.180%,"2,140,000"
11-Nov-57,40.18,40.18,40.18,40.18,40.18,-0.025%,"1,540,000"
12-Nov-57,39.6,39.6,39.6,39.6,39.6,-1.444%,"2,050,000"
13-Nov-57,39.55,39.55,39.55,39.55,39.55,-0.126%,"2,120,000"
14-Nov-57,39.44,39.44,39.44,39.44,39.44,-0.278%,"2,450,000"
15-Nov-57,40.37,40.37,40.37,40.37,40.37,2.358%,"3,510,000"
18-Nov-57,40.04,40.04,40.04,40.04,40.04,-0.817%,"2,110,000"
19-Nov-57,39.81,39.81,39.81,39.81,39.81,-0.574%,"2,240,000"
20-Nov-57,39.92,39.92,39.92,39.92,39.92,0.276%,"2,400,000"
21-Nov-57,40.48,40.48,40.48,40.48,40.48,1.403%,"2,900,000"
22-Nov-57,40.87,40.87,40.87,40.87,40.87,0.963%,"2,850,000"
25-Nov-57,41.18,41.18,41.18,41.18,41.18,0.759%,"2,600,000"
26-Nov-57,40.09,40.09,40.09,40.09,40.09,-2.647%,"3,650,000"
27-Nov-57,41.25,41.25,41.25,41.25,41.25,2.893%,"3,330,000"
29-Nov-57,41.72,41.72,41.72,41.72,41.72,1.139%,"2,740,000"
2-Dec-57,41.36,41.36,41.36,41.36,41.36,-0.863%,"2,430,000"
3-Dec-57,41.37,41.37,41.37,41.37,41.37,0.024%,"2,060,000"
4-Dec-57,41.54,41.54,41.54,41.54,41.54,0.411%,"2,220,000"
5-Dec-57,41.52,41.52,41.52,41.52,41.52,-0.048%,"2,020,000"
6-Dec-57,41.31,41.31,41.31,41.31,41.31,-0.506%,"2,350,000"
9-Dec-57,40.92,40.92,40.92,40.92,40.92,-0.944%,"2,230,000"
10-Dec-57,40.56,40.56,40.56,40.56,40.56,-0.880%,"2,360,000"
11-Dec-57,40.51,40.51,40.51,40.51,40.51,-0.123%,"2,240,000"
12-Dec-57,40.55,40.55,40.55,40.55,40.55,0.099%,"2,330,000"
13-Dec-57,40.73,40.73,40.73,40.73,40.73,0.444%,"2,310,000"
16-Dec-57,40.12,40.12,40.12,40.12,40.12,-1.498%,"2,350,000"
17-Dec-57,39.42,39.42,39.42,39.42,39.42,-1.745%,"2,820,000"
18-Dec-57,39.38,39.38,39.38,39.38,39.38,-0.101%,"2,750,000"
19-Dec-57,39.8,39.8,39.8,39.8,39.8,1.067%,"2,740,000"
20-Dec-57,39.48,39.48,39.48,39.48,39.48,-0.804%,"2,500,000"
23-Dec-57,39.48,39.48,39.48,39.48,39.48,0.000%,"2,790,000"
24-Dec-57,39.52,39.52,39.52,39.52,39.52,0.101%,"2,220,000"
26-Dec-57,39.92,39.92,39.92,39.92,39.92,1.012%,"2,280,000"
27-Dec-57,39.78,39.78,39.78,39.78,39.78,-0.351%,"2,620,000"
30-Dec-57,39.58,39.58,39.58,39.58,39.58,-0.503%,"3,750,000"
31-Dec-57,39.99,39.99,39.99,39.99,39.99,1.036%,"5,070,000"
2-Jan-58,40.33,40.33,40.33,40.33,40.33,0.850%,"1,800,000"
3-Jan-58,40.87,40.87,40.87,40.87,40.87,1.339%,"2,440,000"
6-Jan-58,40.68,40.68,40.68,40.68,40.68,-0.465%,"2,500,000"
7-Jan-58,41,41,41,41,41,0.787%,"2,220,000"
8-Jan-58,40.99,40.99,40.99,40.99,40.99,-0.024%,"2,230,000"
9-Jan-58,40.75,40.75,40.75,40.75,40.75,-0.586%,"2,180,000"
10-Jan-58,40.37,40.37,40.37,40.37,40.37,-0.933%,"2,010,000"
13-Jan-58,40.49,40.49,40.49,40.49,40.49,0.297%,"1,860,000"
14-Jan-58,40.67,40.67,40.67,40.67,40.67,0.445%,"2,010,000"
15-Jan-58,40.99,40.99,40.99,40.99,40.99,0.787%,"2,080,000"
16-Jan-58,41.06,41.06,41.06,41.06,41.06,0.171%,"3,950,000"
17-Jan-58,41.1,41.1,41.1,41.1,41.1,0.097%,"2,200,000"
20-Jan-58,41.35,41.35,41.35,41.35,41.35,0.608%,"2,310,000"
21-Jan-58,41.3,41.3,41.3,41.3,41.3,-0.121%,"2,160,000"
22-Jan-58,41.2,41.2,41.2,41.2,41.2,-0.242%,"2,390,000"
23-Jan-58,41.36,41.36,41.36,41.36,41.36,0.388%,"1,910,000"
24-Jan-58,41.71,41.71,41.71,41.71,41.71,0.846%,"2,830,000"
27-Jan-58,41.59,41.59,41.59,41.59,41.59,-0.288%,"2,320,000"
28-Jan-58,41.63,41.63,41.63,41.63,41.63,0.096%,"2,030,000"
29-Jan-58,41.88,41.88,41.88,41.88,41.88,0.601%,"2,220,000"
30-Jan-58,41.68,41.68,41.68,41.68,41.68,-0.478%,"2,150,000"
31-Jan-58,41.7,41.7,41.7,41.7,41.7,0.048%,"2,030,000"
3-Feb-58,42.04,42.04,42.04,42.04,42.04,0.815%,"2,490,000"
4-Feb-58,42.46,42.46,42.46,42.46,42.46,0.999%,"2,970,000"
5-Feb-58,42.19,42.19,42.19,42.19,42.19,-0.636%,"2,480,000"
6-Feb-58,42.1,42.1,42.1,42.1,42.1,-0.213%,"2,210,000"
7-Feb-58,41.73,41.73,41.73,41.73,41.73,-0.879%,"2,220,000"
10-Feb-58,41.48,41.48,41.48,41.48,41.48,-0.599%,"1,900,000"
11-Feb-58,41.11,41.11,41.11,41.11,41.11,-0.892%,"2,110,000"
12-Feb-58,40.93,40.93,40.93,40.93,40.93,-0.438%,"2,030,000"
13-Feb-58,40.94,40.94,40.94,40.94,40.94,0.024%,"1,880,000"
14-Feb-58,41.33,41.33,41.33,41.33,41.33,0.953%,"2,070,000"
17-Feb-58,41.11,41.11,41.11,41.11,41.11,-0.532%,"1,700,000"
18-Feb-58,41.17,41.17,41.17,41.17,41.17,0.146%,"1,680,000"
19-Feb-58,41.15,41.15,41.15,41.15,41.15,-0.049%,"2,070,000"
20-Feb-58,40.91,40.91,40.91,40.91,40.91,-0.583%,"2,060,000"
21-Feb-58,40.88,40.88,40.88,40.88,40.88,-0.073%,"1,700,000"
24-Feb-58,40.65,40.65,40.65,40.65,40.65,-0.563%,"1,570,000"
25-Feb-58,40.61,40.61,40.61,40.61,40.61,-0.098%,"1,920,000"
26-Feb-58,40.92,40.92,40.92,40.92,40.92,0.763%,"1,880,000"
27-Feb-58,40.68,40.68,40.68,40.68,40.68,-0.587%,"1,670,000"
28-Feb-58,40.84,40.84,40.84,40.84,40.84,0.393%,"1,580,000"
3-Mar-58,41.13,41.13,41.13,41.13,41.13,0.710%,"1,810,000"
4-Mar-58,41.35,41.35,41.35,41.35,41.35,0.535%,"2,010,000"
5-Mar-58,41.47,41.47,41.47,41.47,41.47,0.290%,"2,020,000"
6-Mar-58,42,42,42,42,42,1.278%,"2,470,000"
7-Mar-58,42.07,42.07,42.07,42.07,42.07,0.167%,"2,130,000"
10-Mar-58,42.21,42.21,42.21,42.21,42.21,0.333%,"1,980,000"
11-Mar-58,42.51,42.51,42.51,42.51,42.51,0.711%,"2,640,000"
12-Mar-58,42.41,42.41,42.41,42.41,42.41,-0.235%,"2,420,000"
13-Mar-58,42.46,42.46,42.46,42.46,42.46,0.118%,"2,830,000"
14-Mar-58,42.33,42.33,42.33,42.33,42.33,-0.306%,"2,150,000"
17-Mar-58,42.04,42.04,42.04,42.04,42.04,-0.685%,"2,130,000"
18-Mar-58,41.89,41.89,41.89,41.89,41.89,-0.357%,"2,070,000"
19-Mar-58,42.09,42.09,42.09,42.09,42.09,0.477%,"2,410,000"
20-Mar-58,42.11,42.11,42.11,42.11,42.11,0.048%,"2,280,000"
21-Mar-58,42.42,42.42,42.42,42.42,42.42,0.736%,"2,430,000"
24-Mar-58,42.58,42.58,42.58,42.58,42.58,0.377%,"2,580,000"
25-Mar-58,42.44,42.44,42.44,42.44,42.44,-0.329%,"2,210,000"
26-Mar-58,42.3,42.3,42.3,42.3,42.3,-0.330%,"1,990,000"
27-Mar-58,42.17,42.17,42.17,42.17,42.17,-0.307%,"2,140,000"
28-Mar-58,42.2,42.2,42.2,42.2,42.2,0.071%,"1,930,000"
31-Mar-58,42.1,42.1,42.1,42.1,42.1,-0.237%,"2,050,000"
1-Apr-58,41.93,41.93,41.93,41.93,41.93,-0.404%,"2,070,000"
2-Apr-58,41.6,41.6,41.6,41.6,41.6,-0.787%,"2,390,000"
3-Apr-58,41.48,41.48,41.48,41.48,41.48,-0.288%,"2,130,000"
7-Apr-58,41.33,41.33,41.33,41.33,41.33,-0.362%,"2,090,000"
8-Apr-58,41.43,41.43,41.43,41.43,41.43,0.242%,"2,190,000"
9-Apr-58,41.65,41.65,41.65,41.65,41.65,0.531%,"2,040,000"
10-Apr-58,41.7,41.7,41.7,41.7,41.7,0.120%,"2,000,000"
11-Apr-58,41.74,41.74,41.74,41.74,41.74,0.096%,"2,060,000"
14-Apr-58,42,42,42,42,42,0.623%,"2,180,000"
15-Apr-58,42.43,42.43,42.43,42.43,42.43,1.024%,"2,590,000"
16-Apr-58,42.1,42.1,42.1,42.1,42.1,-0.778%,"2,240,000"
17-Apr-58,42.25,42.25,42.25,42.25,42.25,0.356%,"2,500,000"
18-Apr-58,42.71,42.71,42.71,42.71,42.71,1.089%,"2,700,000"
21-Apr-58,42.93,42.93,42.93,42.93,42.93,0.515%,"2,550,000"
22-Apr-58,42.8,42.8,42.8,42.8,42.8,-0.303%,"2,440,000"
23-Apr-58,42.8,42.8,42.8,42.8,42.8,0.000%,"2,720,000"
24-Apr-58,43.14,43.14,43.14,43.14,43.14,0.794%,"2,870,000"
25-Apr-58,43.36,43.36,43.36,43.36,43.36,0.510%,"3,020,000"
28-Apr-58,43.22,43.22,43.22,43.22,43.22,-0.323%,"2,400,000"
29-Apr-58,43,43,43,43,43,-0.509%,"2,190,000"
30-Apr-58,43.44,43.44,43.44,43.44,43.44,1.023%,"2,900,000"
1-May-58,43.54,43.54,43.54,43.54,43.54,0.230%,"2,630,000"
2-May-58,43.69,43.69,43.69,43.69,43.69,0.345%,"2,290,000"
5-May-58,43.79,43.79,43.79,43.79,43.79,0.229%,"2,670,000"
6-May-58,44.01,44.01,44.01,44.01,44.01,0.502%,"3,110,000"
7-May-58,43.93,43.93,43.93,43.93,43.93,-0.182%,"2,770,000"
8-May-58,43.99,43.99,43.99,43.99,43.99,0.137%,"2,790,000"
9-May-58,44.09,44.09,44.09,44.09,44.09,0.227%,"2,760,000"
12-May-58,43.75,43.75,43.75,43.75,43.75,-0.771%,"2,780,000"
13-May-58,43.62,43.62,43.62,43.62,43.62,-0.297%,"2,940,000"
14-May-58,43.12,43.12,43.12,43.12,43.12,-1.146%,"3,060,000"
15-May-58,43.34,43.34,43.34,43.34,43.34,0.510%,"2,470,000"
16-May-58,43.36,43.36,43.36,43.36,43.36,0.046%,"2,030,000"
19-May-58,43.24,43.24,43.24,43.24,43.24,-0.277%,"1,910,000"
20-May-58,43.61,43.61,43.61,43.61,43.61,0.856%,"2,500,000"
21-May-58,43.55,43.55,43.55,43.55,43.55,-0.138%,"2,580,000"
22-May-58,43.78,43.78,43.78,43.78,43.78,0.528%,"2,950,000"
23-May-58,43.87,43.87,43.87,43.87,43.87,0.206%,"2,570,000"
26-May-58,43.85,43.85,43.85,43.85,43.85,-0.046%,"2,500,000"
27-May-58,43.79,43.79,43.79,43.79,43.79,-0.137%,"2,180,000"
28-May-58,43.85,43.85,43.85,43.85,43.85,0.137%,"2,260,000"
29-May-58,44.09,44.09,44.09,44.09,44.09,0.547%,"2,350,000"
2-Jun-58,44.31,44.31,44.31,44.31,44.31,0.499%,"2,770,000"
3-Jun-58,44.46,44.46,44.46,44.46,44.46,0.339%,"2,780,000"
4-Jun-58,44.5,44.5,44.5,44.5,44.5,0.090%,"2,690,000"
5-Jun-58,44.55,44.55,44.55,44.55,44.55,0.112%,"2,600,000"
6-Jun-58,44.64,44.64,44.64,44.64,44.64,0.202%,"2,680,000"
9-Jun-58,44.57,44.57,44.57,44.57,44.57,-0.157%,"2,380,000"
10-Jun-58,44.48,44.48,44.48,44.48,44.48,-0.202%,"2,390,000"
11-Jun-58,44.49,44.49,44.49,44.49,44.49,0.022%,"2,570,000"
12-Jun-58,44.75,44.75,44.75,44.75,44.75,0.584%,"2,760,000"
13-Jun-58,45.02,45.02,45.02,45.02,45.02,0.603%,"3,100,000"
16-Jun-58,45.18,45.18,45.18,45.18,45.18,0.355%,"2,870,000"
17-Jun-58,44.94,44.94,44.94,44.94,44.94,-0.531%,"2,950,000"
18-Jun-58,45.34,45.34,45.34,45.34,45.34,0.890%,"2,640,000"
19-Jun-58,44.61,44.61,44.61,44.61,44.61,-1.610%,"2,690,000"
20-Jun-58,44.85,44.85,44.85,44.85,44.85,0.538%,"2,590,000"
23-Jun-58,44.69,44.69,44.69,44.69,44.69,-0.357%,"2,340,000"
24-Jun-58,44.52,44.52,44.52,44.52,44.52,-0.380%,"2,560,000"
25-Jun-58,44.63,44.63,44.63,44.63,44.63,0.247%,"2,720,000"
26-Jun-58,44.84,44.84,44.84,44.84,44.84,0.471%,"2,910,000"
27-Jun-58,44.9,44.9,44.9,44.9,44.9,0.134%,"2,800,000"
30-Jun-58,45.24,45.24,45.24,45.24,45.24,0.757%,"2,820,000"
1-Jul-58,45.28,45.28,45.28,45.28,45.28,0.088%,"2,600,000"
2-Jul-58,45.32,45.32,45.32,45.32,45.32,0.088%,"2,370,000"
3-Jul-58,45.47,45.47,45.47,45.47,45.47,0.331%,"2,630,000"
7-Jul-58,45.62,45.62,45.62,45.62,45.62,0.330%,"2,510,000"
8-Jul-58,45.4,45.4,45.4,45.4,45.4,-0.482%,"2,430,000"
9-Jul-58,45.25,45.25,45.25,45.25,45.25,-0.330%,"2,630,000"
10-Jul-58,45.42,45.42,45.42,45.42,45.42,0.376%,"2,510,000"
11-Jul-58,45.72,45.72,45.72,45.72,45.72,0.661%,"2,400,000"
14-Jul-58,45.14,45.14,45.14,45.14,45.14,-1.269%,"2,540,000"
15-Jul-58,45.11,45.11,45.11,45.11,45.11,-0.066%,"3,090,000"
16-Jul-58,45.25,45.25,45.25,45.25,45.25,0.310%,"3,240,000"
17-Jul-58,45.55,45.55,45.55,45.55,45.55,0.663%,"3,180,000"
18-Jul-58,45.77,45.77,45.77,45.77,45.77,0.483%,"3,350,000"
21-Jul-58,46.33,46.33,46.33,46.33,46.33,1.224%,"3,440,000"
22-Jul-58,46.41,46.41,46.41,46.41,46.41,0.173%,"3,420,000"
23-Jul-58,46.4,46.4,46.4,46.4,46.4,-0.022%,"3,550,000"
24-Jul-58,46.65,46.65,46.65,46.65,46.65,0.539%,"3,740,000"
25-Jul-58,46.97,46.97,46.97,46.97,46.97,0.686%,"4,430,000"
28-Jul-58,47.15,47.15,47.15,47.15,47.15,0.383%,"3,940,000"
29-Jul-58,46.96,46.96,46.96,46.96,46.96,-0.403%,"3,310,000"
30-Jul-58,47.09,47.09,47.09,47.09,47.09,0.277%,"3,680,000"
31-Jul-58,47.19,47.19,47.19,47.19,47.19,0.212%,"4,440,000"
1-Aug-58,47.49,47.49,47.49,47.49,47.49,0.636%,"3,380,000"
4-Aug-58,47.94,47.94,47.94,47.94,47.94,0.948%,"4,000,000"
5-Aug-58,47.75,47.75,47.75,47.75,47.75,-0.396%,"4,210,000"
6-Aug-58,47.46,47.46,47.46,47.46,47.46,-0.607%,"3,440,000"
7-Aug-58,47.77,47.77,47.77,47.77,47.77,0.653%,"3,200,000"
8-Aug-58,48.05,48.05,48.05,48.05,48.05,0.586%,"3,650,000"
11-Aug-58,48.16,48.16,48.16,48.16,48.16,0.229%,"2,870,000"
12-Aug-58,47.73,47.73,47.73,47.73,47.73,-0.893%,"2,600,000"
13-Aug-58,47.81,47.81,47.81,47.81,47.81,0.168%,"2,790,000"
14-Aug-58,47.91,47.91,47.91,47.91,47.91,0.209%,"3,370,000"
15-Aug-58,47.5,47.5,47.5,47.5,47.5,-0.856%,"2,960,000"
18-Aug-58,47.22,47.22,47.22,47.22,47.22,-0.589%,"2,390,000"
19-Aug-58,47.3,47.3,47.3,47.3,47.3,0.169%,"2,250,000"
20-Aug-58,47.32,47.32,47.32,47.32,47.32,0.042%,"2,460,000"
21-Aug-58,47.63,47.63,47.63,47.63,47.63,0.655%,"2,500,000"
22-Aug-58,47.73,47.73,47.73,47.73,47.73,0.210%,"2,660,000"
25-Aug-58,47.74,47.74,47.74,47.74,47.74,0.021%,"2,610,000"
26-Aug-58,47.9,47.9,47.9,47.9,47.9,0.335%,"2,910,000"
27-Aug-58,47.91,47.91,47.91,47.91,47.91,0.021%,"3,250,000"
28-Aug-58,47.66,47.66,47.66,47.66,47.66,-0.522%,"2,540,000"
29-Aug-58,47.75,47.75,47.75,47.75,47.75,0.189%,"2,260,000"
2-Sep-58,48,48,48,48,48,0.524%,"2,930,000"
3-Sep-58,48.18,48.18,48.18,48.18,48.18,0.375%,"3,240,000"
4-Sep-58,48.1,48.1,48.1,48.1,48.1,-0.166%,"3,100,000"
5-Sep-58,47.97,47.97,47.97,47.97,47.97,-0.270%,"2,520,000"
8-Sep-58,48.13,48.13,48.13,48.13,48.13,0.334%,"3,030,000"
9-Sep-58,48.46,48.46,48.46,48.46,48.46,0.686%,"3,480,000"
10-Sep-58,48.31,48.31,48.31,48.31,48.31,-0.310%,"2,820,000"
11-Sep-58,48.64,48.64,48.64,48.64,48.64,0.683%,"3,300,000"
12-Sep-58,48.53,48.53,48.53,48.53,48.53,-0.226%,"3,100,000"
15-Sep-58,48.96,48.96,48.96,48.96,48.96,0.886%,"3,040,000"
16-Sep-58,49.35,49.35,49.35,49.35,49.35,0.797%,"3,940,000"
17-Sep-58,49.35,49.35,49.35,49.35,49.35,0.000%,"3,790,000"
18-Sep-58,49.38,49.38,49.38,49.38,49.38,0.061%,"3,460,000"
19-Sep-58,49.4,49.4,49.4,49.4,49.4,0.041%,"3,880,000"
22-Sep-58,49.2,49.2,49.2,49.2,49.2,-0.405%,"3,490,000"
23-Sep-58,49.56,49.56,49.56,49.56,49.56,0.732%,"3,950,000"
24-Sep-58,49.78,49.78,49.78,49.78,49.78,0.444%,"3,120,000"
25-Sep-58,49.57,49.57,49.57,49.57,49.57,-0.422%,"4,490,000"
26-Sep-58,49.66,49.66,49.66,49.66,49.66,0.182%,"3,420,000"
29-Sep-58,49.87,49.87,49.87,49.87,49.87,0.423%,"3,680,000"
30-Sep-58,50.06,50.06,50.06,50.06,50.06,0.381%,"4,160,000"
1-Oct-58,49.98,49.98,49.98,49.98,49.98,-0.160%,"3,780,000"
2-Oct-58,50.17,50.17,50.17,50.17,50.17,0.380%,"3,750,000"
3-Oct-58,50.37,50.37,50.37,50.37,50.37,0.399%,"3,830,000"
6-Oct-58,51.07,51.07,51.07,51.07,51.07,1.390%,"3,570,000"
7-Oct-58,51.07,51.07,51.07,51.07,51.07,0.000%,"3,570,000"
8-Oct-58,51.06,51.06,51.06,51.06,51.06,-0.020%,"3,680,000"
9-Oct-58,51.05,51.05,51.05,51.05,51.05,-0.020%,"3,670,000"
10-Oct-58,51.39,51.39,51.39,51.39,51.39,0.666%,"4,610,000"
13-Oct-58,51.62,51.62,51.62,51.62,51.62,0.448%,"4,550,000"
14-Oct-58,51.26,51.26,51.26,51.26,51.26,-0.697%,"5,110,000"
15-Oct-58,50.58,50.58,50.58,50.58,50.58,-1.327%,"4,810,000"
16-Oct-58,50.94,50.94,50.94,50.94,50.94,0.712%,"4,560,000"
17-Oct-58,51.46,51.46,51.46,51.46,51.46,1.021%,"5,360,000"
20-Oct-58,51.27,51.27,51.27,51.27,51.27,-0.369%,"4,560,000"
21-Oct-58,51.27,51.27,51.27,51.27,51.27,0.000%,"4,010,000"
22-Oct-58,51.07,51.07,51.07,51.07,51.07,-0.390%,"3,500,000"
23-Oct-58,50.97,50.97,50.97,50.97,50.97,-0.196%,"3,610,000"
24-Oct-58,50.81,50.81,50.81,50.81,50.81,-0.314%,"3,770,000"
27-Oct-58,50.42,50.42,50.42,50.42,50.42,-0.768%,"3,980,000"
28-Oct-58,50.58,50.58,50.58,50.58,50.58,0.317%,"3,670,000"
29-Oct-58,51.07,51.07,51.07,51.07,51.07,0.969%,"4,790,000"
30-Oct-58,51.27,51.27,51.27,51.27,51.27,0.392%,"4,360,000"
31-Oct-58,51.33,51.33,51.33,51.33,51.33,0.117%,"3,920,000"
3-Nov-58,51.56,51.56,51.56,51.56,51.56,0.448%,"3,240,000"
5-Nov-58,52.03,52.03,52.03,52.03,52.03,0.912%,"4,080,000"
6-Nov-58,52.45,52.45,52.45,52.45,52.45,0.807%,"4,890,000"
7-Nov-58,52.26,52.26,52.26,52.26,52.26,-0.362%,"3,700,000"
10-Nov-58,52.57,52.57,52.57,52.57,52.57,0.593%,"3,730,000"
11-Nov-58,52.98,52.98,52.98,52.98,52.98,0.780%,"4,040,000"
12-Nov-58,53.05,53.05,53.05,53.05,53.05,0.132%,"4,440,000"
13-Nov-58,52.83,52.83,52.83,52.83,52.83,-0.415%,"4,200,000"
14-Nov-58,53.09,53.09,53.09,53.09,53.09,0.492%,"4,390,000"
17-Nov-58,53.24,53.24,53.24,53.24,53.24,0.283%,"4,540,000"
18-Nov-58,53.13,53.13,53.13,53.13,53.13,-0.207%,"3,820,000"
19-Nov-58,53.2,53.2,53.2,53.2,53.2,0.132%,"4,090,000"
20-Nov-58,53.21,53.21,53.21,53.21,53.21,0.019%,"4,320,000"
21-Nov-58,52.7,52.7,52.7,52.7,52.7,-0.958%,"3,950,000"
24-Nov-58,52.03,52.03,52.03,52.03,52.03,-1.271%,"4,770,000"
25-Nov-58,51.02,51.02,51.02,51.02,51.02,-1.941%,"3,940,000"
26-Nov-58,51.9,51.9,51.9,51.9,51.9,1.725%,"4,090,000"
28-Nov-58,52.48,52.48,52.48,52.48,52.48,1.118%,"4,120,000"
1-Dec-58,52.69,52.69,52.69,52.69,52.69,0.400%,"3,800,000"
2-Dec-58,52.46,52.46,52.46,52.46,52.46,-0.437%,"3,320,000"
3-Dec-58,52.53,52.53,52.53,52.53,52.53,0.133%,"3,460,000"
4-Dec-58,52.55,52.55,52.55,52.55,52.55,0.038%,"3,630,000"
5-Dec-58,52.46,52.46,52.46,52.46,52.46,-0.171%,"3,360,000"
8-Dec-58,52.46,52.46,52.46,52.46,52.46,0.000%,"3,590,000"
9-Dec-58,52.82,52.82,52.82,52.82,52.82,0.686%,"3,790,000"
10-Dec-58,53.46,53.46,53.46,53.46,53.46,1.212%,"4,340,000"
11-Dec-58,53.35,53.35,53.35,53.35,53.35,-0.206%,"4,250,000"
12-Dec-58,53.22,53.22,53.22,53.22,53.22,-0.244%,"3,140,000"
15-Dec-58,53.37,53.37,53.37,53.37,53.37,0.282%,"3,340,000"
16-Dec-58,53.57,53.57,53.57,53.57,53.57,0.375%,"3,970,000"
17-Dec-58,53.92,53.92,53.92,53.92,53.92,0.653%,"3,900,000"
18-Dec-58,54.15,54.15,54.15,54.15,54.15,0.427%,"3,900,000"
19-Dec-58,54.07,54.07,54.07,54.07,54.07,-0.148%,"3,540,000"
22-Dec-58,53.71,53.71,53.71,53.71,53.71,-0.666%,"3,030,000"
23-Dec-58,53.42,53.42,53.42,53.42,53.42,-0.540%,"2,870,000"
24-Dec-58,54.11,54.11,54.11,54.11,54.11,1.292%,"3,050,000"
29-Dec-58,54.74,54.74,54.74,54.74,54.74,1.164%,"3,790,000"
30-Dec-58,54.93,54.93,54.93,54.93,54.93,0.347%,"3,900,000"
31-Dec-58,55.21,55.21,55.21,55.21,55.21,0.510%,"3,970,000"
2-Jan-59,55.44,55.44,55.44,55.44,55.44,0.417%,"3,380,000"
5-Jan-59,55.66,55.66,55.66,55.66,55.66,0.397%,"4,210,000"
6-Jan-59,55.59,55.59,55.59,55.59,55.59,-0.126%,"3,690,000"
7-Jan-59,54.89,54.89,54.89,54.89,54.89,-1.259%,"4,140,000"
