Date,Open,High,Low,Close*,Adj Close**,SPY Return,Volume
26-Oct-82,133.29,134.48,131.5,134.48,134.48,0.870%,"102,080,000"
27-Oct-82,134.48,135.92,134.48,135.29,135.29,0.602%,"81,670,000"
28-Oct-82,135.28,135.42,133.59,133.59,133.59,-1.257%,"73,590,000"
29-Oct-82,133.54,134.02,132.64,133.72,133.72,0.097%,"74,830,000"
1-Nov-82,133.72,136.03,133.22,135.47,135.47,1.309%,"73,530,000"
2-Nov-82,135.48,138.51,135.48,137.49,137.49,1.491%,"104,770,000"
3-Nov-82,137.53,142.88,137.53,142.87,142.87,3.913%,"137,010,000"
4-Nov-82,142.85,143.99,141.65,141.85,141.85,-0.714%,"149,350,000"
5-Nov-82,141.85,142.43,141.32,142.16,142.16,0.219%,"96,550,000"
8-Nov-82,142.12,142.12,139.98,140.44,140.44,-1.210%,"75,240,000"
9-Nov-82,140.48,143.16,140.46,143.02,143.02,1.837%,"111,220,000"
10-Nov-82,143.04,144.36,140.8,141.16,141.16,-1.301%,"113,240,000"
11-Nov-82,141.15,141.75,139.88,141.75,141.75,0.418%,"78,410,000"
12-Nov-82,141.75,141.85,139.53,139.53,139.53,-1.566%,"95,080,000"
15-Nov-82,139.54,139.54,137,137.03,137.03,-1.792%,"78,900,000"
16-Nov-82,136.97,136.97,134.05,135.42,135.42,-1.175%,"102,910,000"
17-Nov-82,135.47,137.93,135.47,137.93,137.93,1.853%,"84,440,000"
18-Nov-82,137.93,138.78,137.47,138.34,138.34,0.297%,"77,620,000"
19-Nov-82,138.35,138.93,137,137.02,137.02,-0.954%,"70,310,000"
22-Nov-82,137.03,137.1,134.21,134.22,134.22,-2.043%,"74,960,000"
23-Nov-82,134.21,134.28,132.89,132.93,132.93,-0.961%,"72,920,000"
24-Nov-82,132.92,133.88,132.92,133.88,133.88,0.715%,"67,220,000"
26-Nov-82,133.89,134.88,133.89,134.88,134.88,0.747%,"38,810,000"
29-Nov-82,134.89,135.29,133.69,134.2,134.2,-0.504%,"61,080,000"
30-Nov-82,134.2,138.53,134.19,138.53,138.53,3.227%,"93,470,000"
1-Dec-82,138.56,140.37,138.35,138.72,138.72,0.137%,"107,850,000"
2-Dec-82,138.72,139.63,138.66,138.82,138.82,0.072%,"77,600,000"
3-Dec-82,138.87,139.59,138.59,138.69,138.69,-0.094%,"71,540,000"
6-Dec-82,138.7,141.77,138.01,141.77,141.77,2.221%,"83,880,000"
7-Dec-82,141.79,143.68,141.79,142.72,142.72,0.670%,"111,620,000"
8-Dec-82,142.71,143.58,141.82,141.82,141.82,-0.631%,"97,430,000"
9-Dec-82,141.8,141.8,139.92,140,140,-1.283%,"90,320,000"
10-Dec-82,139.99,141.15,139.35,139.57,139.57,-0.307%,"86,430,000"
13-Dec-82,139.57,140.12,139.5,139.95,139.95,0.272%,"63,140,000"
14-Dec-82,139.99,142.5,137.34,137.4,137.4,-1.822%,"98,380,000"
15-Dec-82,137.4,137.4,135.12,135.24,135.24,-1.572%,"81,030,000"
16-Dec-82,135.22,135.78,134.79,135.3,135.3,0.044%,"73,680,000"
17-Dec-82,135.35,137.71,135.35,137.49,137.49,1.619%,"76,010,000"
20-Dec-82,137.49,137.84,136.19,136.25,136.25,-0.902%,"62,210,000"
21-Dec-82,136.24,139.27,136.07,138.61,138.61,1.732%,"78,010,000"
22-Dec-82,138.63,139.69,138.6,138.83,138.83,0.159%,"83,470,000"
23-Dec-82,138.84,139.94,138.84,139.72,139.72,0.641%,"62,880,000"
27-Dec-82,139.73,142.32,139.72,142.17,142.17,1.754%,"64,690,000"
28-Dec-82,142.18,142.34,140.75,140.77,140.77,-0.985%,"58,610,000"
29-Dec-82,140.77,141.73,140.68,141.24,141.24,0.334%,"54,810,000"
30-Dec-82,141.24,141.68,140.22,140.33,140.33,-0.644%,"56,380,000"
31-Dec-82,140.34,140.78,140.27,140.64,140.64,0.221%,"42,110,000"
3-Jan-83,140.65,141.33,138.2,138.34,138.34,-1.635%,"59,080,000"
4-Jan-83,138.33,141.36,138.08,141.36,141.36,2.183%,"75,530,000"
5-Jan-83,141.35,142.6,141.15,141.96,141.96,0.424%,"95,390,000"
6-Jan-83,142.01,145.77,142.01,145.27,145.27,2.332%,"129,410,000"
7-Jan-83,145.27,146.46,145.15,145.18,145.18,-0.062%,"127,290,000"
10-Jan-83,145.19,147.25,144.58,146.78,146.78,1.102%,"101,890,000"
11-Jan-83,146.79,146.83,145.38,145.78,145.78,-0.681%,"98,250,000"
12-Jan-83,145.76,148.36,145.76,146.69,146.69,0.624%,"109,850,000"
13-Jan-83,146.67,146.94,145.67,145.73,145.73,-0.654%,"77,030,000"
14-Jan-83,145.72,147.12,145.72,146.65,146.65,0.631%,"86,480,000"
17-Jan-83,146.65,147.9,146.64,146.72,146.72,0.048%,"89,210,000"
18-Jan-83,146.71,146.74,145.52,146.4,146.4,-0.218%,"78,380,000"
19-Jan-83,146.4,146.45,144.51,145.27,145.27,-0.772%,"80,900,000"
20-Jan-83,145.29,146.62,145.29,146.29,146.29,0.702%,"82,790,000"
21-Jan-83,146.3,146.3,143.25,143.85,143.85,-1.668%,"77,110,000"
24-Jan-83,143.84,143.84,139.1,139.97,139.97,-2.697%,"90,800,000"
25-Jan-83,139.98,141.75,139.98,141.75,141.75,1.272%,"79,740,000"
26-Jan-83,141.77,142.16,141.16,141.54,141.54,-0.148%,"73,720,000"
27-Jan-83,141.54,144.3,141.54,144.27,144.27,1.929%,"88,120,000"
28-Jan-83,144.31,145.47,144.25,144.51,144.51,0.166%,"89,490,000"
31-Jan-83,144.51,145.3,143.93,145.3,145.3,0.547%,"67,140,000"
1-Feb-83,145.29,145.29,142.96,142.96,142.96,-1.610%,"82,750,000"
2-Feb-83,142.95,143.52,141.9,143.23,143.23,0.189%,"77,220,000"
3-Feb-83,143.25,144.43,143.25,144.26,144.26,0.719%,"78,890,000"
4-Feb-83,144.26,146.14,144.14,146.14,146.14,1.303%,"87,000,000"
7-Feb-83,146.14,147.42,146.14,146.93,146.93,0.541%,"86,030,000"
8-Feb-83,146.93,147.21,145.52,145.7,145.7,-0.837%,"76,580,000"
9-Feb-83,145.7,145.83,144.09,145,145,-0.480%,"84,520,000"
10-Feb-83,145.04,147.75,145.04,147.5,147.5,1.724%,"93,510,000"
11-Feb-83,147.51,148.81,147.18,147.65,147.65,0.102%,"86,700,000"
14-Feb-83,147.71,149.14,147.4,148.93,148.93,0.867%,"72,640,000"
15-Feb-83,148.94,149.41,148.13,148.3,148.3,-0.423%,"89,040,000"
16-Feb-83,148.31,148.66,147.41,147.43,147.43,-0.587%,"82,100,000"
17-Feb-83,147.43,147.57,143.84,147.44,147.44,0.007%,"74,930,000"
18-Feb-83,147.44,148.29,147.21,148,148,0.380%,"77,420,000"
22-Feb-83,148.01,148.11,145.42,145.48,145.48,-1.703%,"84,080,000"
23-Feb-83,145.47,146.79,145.4,146.79,146.79,0.900%,"84,100,000"
